y,m,d,Hijri_Date,Hijri_Month_Name,greg_dt,Day_EN,Weekday_AR
1445,7,26,26-07-1445,رجب,2024-02-07,Wednesday,الأربعاء
1445,7,27,27-07-1445,رجب,2024-02-08,Thursday,الخميس
1445,7,28,28-07-1445,رجب,2024-02-09,Friday,الجمعة
1445,7,29,29-07-1445,رجب,2024-02-10,Saturday,السبت
1445,8,1,01-08-1445,شعبان,2024-02-11,Sunday,الأحد
1445,8,2,02-08-1445,شعبان,2024-02-12,Monday,الاثنين
1445,8,3,03-08-1445,شعبان,2024-02-13,Tuesday,الثلاثاء
1445,8,4,04-08-1445,شعبان,2024-02-14,Wednesday,الأربعاء
1445,8,5,05-08-1445,شعبان,2024-02-15,Thursday,الخميس
1445,8,6,06-08-1445,شعبان,2024-02-16,Friday,الجمعة
1445,8,7,07-08-1445,شعبان,2024-02-17,Saturday,السبت
1445,8,8,08-08-1445,شعبان,2024-02-18,Sunday,الأحد
1445,8,9,09-08-1445,شعبان,2024-02-19,Monday,الاثنين
1445,8,10,10-08-1445,شعبان,2024-02-20,Tuesday,الثلاثاء
1445,8,11,11-08-1445,شعبان,2024-02-21,Wednesday,الأربعاء
1445,8,12,12-08-1445,شعبان,2024-02-22,Thursday,الخميس
1445,8,13,13-08-1445,شعبان,2024-02-23,Friday,الجمعة
1445,8,14,14-08-1445,شعبان,2024-02-24,Saturday,السبت
1445,8,15,15-08-1445,شعبان,2024-02-25,Sunday,الأحد
1445,8,16,16-08-1445,شعبان,2024-02-26,Monday,الاثنين
1445,8,17,17-08-1445,شعبان,2024-02-27,Tuesday,الثلاثاء
1445,8,18,18-08-1445,شعبان,2024-02-28,Wednesday,الأربعاء
1445,8,19,19-08-1445,شعبان,2024-02-29,Thursday,الخميس
1445,8,20,20-08-1445,شعبان,2024-03-01,Friday,الجمعة
1445,8,21,21-08-1445,شعبان,2024-03-02,Saturday,السبت
1445,8,22,22-08-1445,شعبان,2024-03-03,Sunday,الأحد
1445,8,23,23-08-1445,شعبان,2024-03-04,Monday,الاثنين
1445,8,24,24-08-1445,شعبان,2024-03-05,Tuesday,الثلاثاء
1445,8,25,25-08-1445,شعبان,2024-03-06,Wednesday,الأربعاء
1445,8,26,26-08-1445,شعبان,2024-03-07,Thursday,الخميس
1445,8,27,27-08-1445,شعبان,2024-03-08,Friday,الجمعة
1445,8,28,28-08-1445,شعبان,2024-03-09,Saturday,السبت
1445,8,29,29-08-1445,شعبان,2024-03-10,Sunday,الأحد
1445,9,1,01-09-1445,رمضان,2024-03-11,Monday,الاثنين
1445,9,2,02-09-1445,رمضان,2024-03-12,Tuesday,الثلاثاء
1445,9,3,03-09-1445,رمضان,2024-03-13,Wednesday,الأربعاء
1445,9,4,04-09-1445,رمضان,2024-03-14,Thursday,الخميس
1445,9,5,05-09-1445,رمضان,2024-03-15,Friday,الجمعة
1445,9,6,06-09-1445,رمضان,2024-03-16,Saturday,السبت
1445,9,7,07-09-1445,رمضان,2024-03-17,Sunday,الأحد
1445,9,8,08-09-1445,رمضان,2024-03-18,Monday,الاثنين
1445,9,9,09-09-1445,رمضان,2024-03-19,Tuesday,الثلاثاء
1445,9,10,10-09-1445,رمضان,2024-03-20,Wednesday,الأربعاء
1445,9,11,11-09-1445,رمضان,2024-03-21,Thursday,الخميس
1445,9,12,12-09-1445,رمضان,2024-03-22,Friday,الجمعة
1445,9,13,13-09-1445,رمضان,2024-03-23,Saturday,السبت
1445,9,14,14-09-1445,رمضان,2024-03-24,Sunday,الأحد
1445,9,15,15-09-1445,رمضان,2024-03-25,Monday,الاثنين
1445,9,16,16-09-1445,رمضان,2024-03-26,Tuesday,الثلاثاء
1445,9,17,17-09-1445,رمضان,2024-03-27,Wednesday,الأربعاء
1445,9,18,18-09-1445,رمضان,2024-03-28,Thursday,الخميس
1445,9,19,19-09-1445,رمضان,2024-03-29,Friday,الجمعة
1445,9,20,20-09-1445,رمضان,2024-03-30,Saturday,السبت
1445,9,21,21-09-1445,رمضان,2024-03-31,Sunday,الأحد
1445,9,22,22-09-1445,رمضان,2024-04-01,Monday,الاثنين
1445,9,23,23-09-1445,رمضان,2024-04-02,Tuesday,الثلاثاء
1445,9,24,24-09-1445,رمضان,2024-04-03,Wednesday,الأربعاء
1445,9,25,25-09-1445,رمضان,2024-04-04,Thursday,الخميس
1445,9,26,26-09-1445,رمضان,2024-04-05,Friday,الجمعة
1445,9,27,27-09-1445,رمضان,2024-04-06,Saturday,السبت
1445,9,28,28-09-1445,رمضان,2024-04-07,Sunday,الأحد
1445,9,29,29-09-1445,رمضان,2024-04-08,Monday,الاثنين
1445,9,30,30-09-1445,رمضان,2024-04-09,Tuesday,الثلاثاء
1445,10,1,01-10-1445,شوال,2024-04-10,Wednesday,الأربعاء
1445,10,2,02-10-1445,شوال,2024-04-11,Thursday,الخميس
1445,10,3,03-10-1445,شوال,2024-04-12,Friday,الجمعة
1445,10,4,04-10-1445,شوال,2024-04-13,Saturday,السبت
1445,10,5,05-10-1445,شوال,2024-04-14,Sunday,الأحد
1445,10,6,06-10-1445,شوال,2024-04-15,Monday,الاثنين
1445,10,7,07-10-1445,شوال,2024-04-16,Tuesday,الثلاثاء
1445,10,8,08-10-1445,شوال,2024-04-17,Wednesday,الأربعاء
1445,10,9,09-10-1445,شوال,2024-04-18,Thursday,الخميس
1445,10,10,10-10-1445,شوال,2024-04-19,Friday,الجمعة
1445,10,11,11-10-1445,شوال,2024-04-20,Saturday,السبت
1445,10,12,12-10-1445,شوال,2024-04-21,Sunday,الأحد
1445,10,13,13-10-1445,شوال,2024-04-22,Monday,الاثنين
1445,10,14,14-10-1445,شوال,2024-04-23,Tuesday,الثلاثاء
1445,10,15,15-10-1445,شوال,2024-04-24,Wednesday,الأربعاء
1445,10,16,16-10-1445,شوال,2024-04-25,Thursday,الخميس
1445,10,17,17-10-1445,شوال,2024-04-26,Friday,الجمعة
1445,10,18,18-10-1445,شوال,2024-04-27,Saturday,السبت
1445,10,19,19-10-1445,شوال,2024-04-28,Sunday,الأحد
1445,10,20,20-10-1445,شوال,2024-04-29,Monday,الاثنين
1445,10,21,21-10-1445,شوال,2024-04-30,Tuesday,الثلاثاء
1445,10,22,22-10-1445,شوال,2024-05-01,Wednesday,الأربعاء
1445,10,23,23-10-1445,شوال,2024-05-02,Thursday,الخميس
1445,10,24,24-10-1445,شوال,2024-05-03,Friday,الجمعة
1445,10,25,25-10-1445,شوال,2024-05-04,Saturday,السبت
1445,10,26,26-10-1445,شوال,2024-05-05,Sunday,الأحد
1445,10,27,27-10-1445,شوال,2024-05-06,Monday,الاثنين
1445,10,28,28-10-1445,شوال,2024-05-07,Tuesday,الثلاثاء
1445,10,29,29-10-1445,شوال,2024-05-08,Wednesday,الأربعاء
1445,11,1,01-11-1445,ذو القعدة,2024-05-09,Thursday,الخميس
1445,11,2,02-11-1445,ذو القعدة,2024-05-10,Friday,الجمعة
1445,11,3,03-11-1445,ذو القعدة,2024-05-11,Saturday,السبت
1445,11,4,04-11-1445,ذو القعدة,2024-05-12,Sunday,الأحد
1445,11,5,05-11-1445,ذو القعدة,2024-05-13,Monday,الاثنين
1445,11,6,06-11-1445,ذو القعدة,2024-05-14,Tuesday,الثلاثاء
1445,11,7,07-11-1445,ذو القعدة,2024-05-15,Wednesday,الأربعاء
1445,11,8,08-11-1445,ذو القعدة,2024-05-16,Thursday,الخميس
1445,11,9,09-11-1445,ذو القعدة,2024-05-17,Friday,الجمعة
1445,11,10,10-11-1445,ذو القعدة,2024-05-18,Saturday,السبت
1445,11,11,11-11-1445,ذو القعدة,2024-05-19,Sunday,الأحد
1445,11,12,12-11-1445,ذو القعدة,2024-05-20,Monday,الاثنين
1445,11,13,13-11-1445,ذو القعدة,2024-05-21,Tuesday,الثلاثاء
1445,11,14,14-11-1445,ذو القعدة,2024-05-22,Wednesday,الأربعاء
1445,11,15,15-11-1445,ذو القعدة,2024-05-23,Thursday,الخميس
1445,11,16,16-11-1445,ذو القعدة,2024-05-24,Friday,الجمعة
1445,11,17,17-11-1445,ذو القعدة,2024-05-25,Saturday,السبت
1445,11,18,18-11-1445,ذو القعدة,2024-05-26,Sunday,الأحد
1445,11,19,19-11-1445,ذو القعدة,2024-05-27,Monday,الاثنين
1445,11,20,20-11-1445,ذو القعدة,2024-05-28,Tuesday,الثلاثاء
1445,11,21,21-11-1445,ذو القعدة,2024-05-29,Wednesday,الأربعاء
1445,11,22,22-11-1445,ذو القعدة,2024-05-30,Thursday,الخميس
1445,11,23,23-11-1445,ذو القعدة,2024-05-31,Friday,الجمعة
1445,11,24,24-11-1445,ذو القعدة,2024-06-01,Saturday,السبت
1445,11,25,25-11-1445,ذو القعدة,2024-06-02,Sunday,الأحد
1445,11,26,26-11-1445,ذو القعدة,2024-06-03,Monday,الاثنين
1445,11,27,27-11-1445,ذو القعدة,2024-06-04,Tuesday,الثلاثاء
1445,11,28,28-11-1445,ذو القعدة,2024-06-05,Wednesday,الأربعاء
1445,11,29,29-11-1445,ذو القعدة,2024-06-06,Thursday,الخميس
1445,12,1,01-12-1445,ذو الحجة,2024-06-07,Friday,الجمعة
1445,12,2,02-12-1445,ذو الحجة,2024-06-08,Saturday,السبت
1445,12,3,03-12-1445,ذو الحجة,2024-06-09,Sunday,الأحد
1445,12,4,04-12-1445,ذو الحجة,2024-06-10,Monday,الاثنين
1445,12,5,05-12-1445,ذو الحجة,2024-06-11,Tuesday,الثلاثاء
1445,12,6,06-12-1445,ذو الحجة,2024-06-12,Wednesday,الأربعاء
1445,12,7,07-12-1445,ذو الحجة,2024-06-13,Thursday,الخميس
1445,12,8,08-12-1445,ذو الحجة,2024-06-14,Friday,الجمعة
1445,12,9,09-12-1445,ذو الحجة,2024-06-15,Saturday,السبت
1445,12,10,10-12-1445,ذو الحجة,2024-06-16,Sunday,الأحد
1445,12,11,11-12-1445,ذو الحجة,2024-06-17,Monday,الاثنين
1445,12,12,12-12-1445,ذو الحجة,2024-06-18,Tuesday,الثلاثاء
1445,12,13,13-12-1445,ذو الحجة,2024-06-19,Wednesday,الأربعاء
1445,12,14,14-12-1445,ذو الحجة,2024-06-20,Thursday,الخميس
1445,12,15,15-12-1445,ذو الحجة,2024-06-21,Friday,الجمعة
1445,12,16,16-12-1445,ذو الحجة,2024-06-22,Saturday,السبت
1445,12,17,17-12-1445,ذو الحجة,2024-06-23,Sunday,الأحد
1445,12,18,18-12-1445,ذو الحجة,2024-06-24,Monday,الاثنين
1445,12,19,19-12-1445,ذو الحجة,2024-06-25,Tuesday,الثلاثاء
1445,12,20,20-12-1445,ذو الحجة,2024-06-26,Wednesday,الأربعاء
1445,12,21,21-12-1445,ذو الحجة,2024-06-27,Thursday,الخميس
1445,12,22,22-12-1445,ذو الحجة,2024-06-28,Friday,الجمعة
1445,12,23,23-12-1445,ذو الحجة,2024-06-29,Saturday,السبت
1445,12,24,24-12-1445,ذو الحجة,2024-06-30,Sunday,الأحد
1445,12,25,25-12-1445,ذو الحجة,2024-07-01,Monday,الاثنين
1445,12,26,26-12-1445,ذو الحجة,2024-07-02,Tuesday,الثلاثاء
1445,12,27,27-12-1445,ذو الحجة,2024-07-03,Wednesday,الأربعاء
1445,12,28,28-12-1445,ذو الحجة,2024-07-04,Thursday,الخميس
1445,12,29,29-12-1445,ذو الحجة,2024-07-05,Friday,الجمعة
1445,12,30,30-12-1445,ذو الحجة,2024-07-06,Saturday,السبت
